"pair_id","pair_label","source_group","family","subfamily","n_sequences","n_species","n_pair_scorable","pair_scorable_fraction","forward_median_penalty","reverse_median_penalty","pair_median_penalty","pair_p90_penalty","perfect_match_fraction_among_scorable","terminal_3_mismatch_fraction_among_scorable"
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Geometridae","Ennominae",4,4,4,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Hesperiidae","Coeliadinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Hesperiidae","Hesperiinae",2,2,2,1,0,2.8,2.8,5.04,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Hesperiidae","Pyrginae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Hesperiidae","Tagiadinae",4,4,4,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Lasiocampidae","Lasiocampinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Lycaenidae","Polyommatinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Lycaenidae","Theclinae",2,2,2,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Noctuidae","Acronictinae",2,2,2,1,7,8.825,15.825,23.325,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Noctuidae","Agaristinae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Noctuidae","Amphipyrinae",39,1,39,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Noctuidae","Heliothinae",1,1,1,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Noctuidae","Noctuinae",5,4,5,1,0,0,0,11.2,0.6,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Noctuidae","Plusiinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Notodontidae","Notodontinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Notodontidae","Pygaerinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae","Apaturinae",2,2,2,1,7,5.6,12.6,22.68,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae","Calinaginae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae","Charaxinae",2,2,2,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae","Heliconiinae",3,3,3,1,0,0,0,5.16,0.666666666666667,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae","Limenitidinae",6,6,6,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae","Nymphalinae",5,4,5,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae","Satyrinae",8,8,8,1,0,6.45,6.45,17.65,0.375,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Papilionidae","Papilioninae",5,5,5,1,0,0,0,13.17,0.6,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Papilionidae","Parnassiinae",6,6,6,1,0,0,0,12.125,0.666666666666667,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Pieridae","Coliadinae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Pieridae","Pierinae",7,4,7,1,0,0,0,21.658,0.571428571428571,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Psychidae","Oiketicinae",1,1,1,1,169.8,10.75,180.55,180.55,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Pyralidae","Phycitinae",2,2,2,1,7,0,7,12.6,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Saturniidae","Bunaeinae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Saturniidae","Saturniinae",2,2,2,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Sphingidae","Macroglossinae",2,2,2,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Sphingidae","Smerinthinae",4,4,4,1,0,0,0,4.515,0.75,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Sphingidae","Sphinginae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Tortricidae","Olethreutinae",10,4,10,1,0,0,0,1.76199999999999,0.9,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Tortricidae","Tortricinae",3,3,3,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Zygaenidae","Chalcosiinae",2,2,2,1,7,3.225,10.225,13.245,0,0
